vendor_part,vendor_manufacturer,vendor_description,vmrs_code,vmrs_system,vmrs_subcode,vmrs_description,description_similarity,quality
MED FIL-S100H1315,FILL-RITE DIV.,"SWIVEL, MULTI-PLANE 1"" NPT",044-000-000,44,0,Fuel System,0.0,LOW
N000000004051,FREIGHTLINER,"BANJO BOLT, M10",044-001-011,44,1,Line - Fuel,0.0,LOW
N100DAU12G,FLEETPRIDE,"1"" AUTOMATIC HIGH FLOW NOZZL",044-000-000,44,0,Fuel System,0.0,LOW
N910143010014,FREIGHTLINER,SCREW M10X35,044-003-192,44,3,Screw - Fuel Pump Plug,0.2,MEDIUM
OPW 66V-1300,FILL-RITE DIV.,"VALVE, BREAKAWAY",044-000-000,44,0,Fuel System,0.0,LOW
P27-1127-005,KENWORTH TRUCK CO,"SWITCH, CRUISE CONTROL",044-011-007,44,11,Amplifier Assembly - GO,0.0,LOW
P27-1127-006,KENWORTH TRUCK CO,"SWITCH, CRUISE SET / RES",044-011-000,44,11,Speed Control System,0.0,LOW
P5973,PETERBILT MOTORS CO,STRAP-FUEL TANK,044-001-019,44,1,Strap - Fuel TankStrap - Fuel Tank Desfar,0.6,HIGH
P92-7180-0650,"PACCAR, INC.","HARNESS, FUEL SENDER",044-001-000,44,1,"Tank - Fuel, Liquid",0.2,MEDIUM
PC3Z-9N184-A,FORD MOTOR CO,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
PF46172KIT,BALDWIN FILTERS,"FILTER, FUEL, PRIMARY",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.14285714285714285,LOW
PF46174KIT,BALDWIN FILTERS,"FILTER, FUEL, PRIMARY, KIT",044-002-019,44,2,"Replacement Kit - Elements, Euel Filter",0.2857142857142857,MEDIUM
PFD4626,MICROGARD,"FILTER, FUEL, PRIMARY",044-002-001,44,2,"Filter Assembly - Fuel, Primary",0.75,HIGH
PFS303,MOTORCRAFT CORP.,"PUMP, FUEL",044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
PFS557,MOTORCRAFT CORP.,"PUMP, FUEL",044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
R61709,DETROIT DIESEL CORP,"FILTER, FUEL/WATER SEPARATOR",044-002-016,44,2,"Element - Fuel Filter, Water Separator",0.8,HIGH
RA4600701187,FREIGHTLINER,KIT- INJ HDEP EPA07,044-014-001,44,14,Injector Assembly - Electronic,0.0,LOW
RA4600701287,DETROIT DIESEL CORP,"KIT, FUEL INJECTOR EPA 10 DD13",044-014-001,44,14,Injector Assembly - Electronic,0.125,LOW
RA4700902150,FREIGHTLINER,HIGH PRESSURE FUEL P,044-003-218,44,3,"Pump Assembly - Fuel, High Pressure",0.5,HIGH
RA4710900850,DETROIT DIESEL CORP,"INJECTOR, FUEL",044-000-000,44,0,Fuel System,0.3333333333333333,HIGH
RAI 21536,FREIGHTLINER,"HARNESS,ASSEMBLY",044-002-064,44,2,Collar - Fuel/Water Separator,0.0,LOW
RAI-RK21113-12-03,PARKER RACOR,"REPL. KIT, BOWL/HEATER ASSY",044-002-012,44,2,"Bowl - Separator, Fuel/Water",0.125,LOW
RK2111301,PARKER RACOR,"COLLECTION, BOWL KIT",044-002-012,44,2,"Bowl - Separator, Fuel/Water",0.16666666666666666,MEDIUM
RK21536,FREIGHTLINER,"REPL KIT, HARNESS ASSY -HEATER",044-002-064,44,2,Collar - Fuel/Water Separator,0.0,LOW
RK50401,DETROIT DIESEL CORP,"HEAD, REPLACEMENT",044-002-078,44,2,Head - Fuel/Water Separator,0.2,MEDIUM
RK56237,PARKER RACOR,"PROBE ASSY, FWS, WATER",044-002-032,44,2,"Probe - Water Sensor, Bowl",0.3333333333333333,HIGH
RK61663,FREIGHTLINER,"KIT, HEATED BOWL",044-002-012,44,2,"Bowl - Separator, Fuel/Water",0.16666666666666666,MEDIUM
RK6166302,FREIGHTLINER,"KIT, HEATED BOWL",044-002-012,44,2,"Bowl - Separator, Fuel/Water",0.16666666666666666,MEDIUM
RK61730,"RACOR INDS, INC.","BOWL, SEPERATOR, FUEL/WATER",044-002-012,44,2,"Bowl - Separator, Fuel/Water",0.6,HIGH
S20067,STANDARD MTR PROD,"VALVE, THROTTLE, 6 TERMINAL",044-005-009,44,5,Throttle Body Assembly,0.16666666666666666,MEDIUM
S20068,STANDARD,THROTTLE BODY,044-005-009,44,5,Throttle Body Assembly,0.6666666666666666,HIGH
S21-1021,KENWORTH TRUCK CO,PEDAL ASSY-THROTTLE,044-007-047,44,7,Inrottle Control Assembly - Electronic,0.0,LOW
TH445,STANDARD,THROTTLE POSITION SENSOR,044-007-048,44,7,Sensor - Throttle Plate Position (TPS),0.6,HIGH
V50-6033-0110120,"PACCAR, INC.",HOSE-ASSY,044-001-013,44,1,Hose - Flexible,0.3333333333333333,HIGH
W502671-S450B,FORD MOTOR CO,SCREW,044-001-045,44,1,Screw - Fuel Tank Cap,0.25,MEDIUM
W710850-S300,FORD MOTOR CO,"FUEL,POCKET,NUT",044-001-054,44,1,"Hardware, Mounting - Fuel Line",0.16666666666666666,MEDIUM
